CODE,Institute Name,Managing Authority,Latitude,Longitude,Institure Type,Description,Gender,Faculty,Tier
KQ2253,GOVT .DEGREE GIRLS COLLEGE INDUSTRIAL AREA LANDHI,Government,24.8446474,67.2209704,College,https://maps.app.goo.gl/mpWoukUp1VCp4kQA8,Female,"HUMANITIES, COMMERCE",T3 and Below
KQ2277,GOVT. DEGREE GIRLS COLLEGE GULZAR E HIJRI SCHEME -33,Government,24.9427279,67.0959057,College,https://maps.app.goo.gl/n3ngFTiBEtj5zqDz6,Female,"PRE–MEDICAL , PRE–ENGINEERING , HUMANITIES , HOME ECONOMICS , COMPUTER SCIENCE , COMMERCE",T2
KQ2222,NISHTER GOVT. COLLEGE F0R women 11-B,Government,24.9783139,67.0565246,College,https://maps.app.goo.gl/6kT8oDa8i2ZMx6pXA,Female,HUMANITIES,T3 and Below
KQ2342,GOVERNMENT GIRLS DEGREE COLLEGE DARSANO CHANNO MALIR KARACHI,Government,24.9471572,67.3349932,College,https://maps.app.goo.gl/4zvvdWvh5t4SXQbD8,Female,HUMANITIES,T3 and Below
KQ2209,RLAK GOVT COLLEGE OF HOME ECONOMICS,Government,24.8905625,67.0729876,College,https://maps.app.goo.gl/54FGWPN931iaZnaJA,Female,HOME ECONOMICS,T3 and Below
KC001,Speak & Spell Coaching - Campus 1 ,Private,24.9268787,67.0724426,Coaching,https://maps.app.goo.gl/r3VH2Psu9TkzCxbs9,CO-Education,,T3 and Below
KC002,Speak & Spell Coaching - Campus 2,Private,24.9218958,67.069704,Coaching,https://maps.app.goo.gl/ekWtXUSbm2ctn3Tr5,CO-Education,,T3 and Below
KC003,Speak & Spell Coaching - Campus 3,Private,24.9394113,67.0739428,Coaching,https://maps.app.goo.gl/rwYTKVjHL1AdBNoG8,CO-Education,,T3 and Below
KC004,J.E Academy,Private,24.88074,67.1728724,Coaching,https://maps.app.goo.gl/KMeUXU1mkbv4ZvB8A,CO-Education,,T3 and Below
KC005,The Professors Academy Hub,Private,25.0294375,66.8840625,Coaching,https://maps.app.goo.gl/7wMkXGL5mBojWmyo8,CO-Education,,T3 and Below
KC006,Maqsad Experience Centre,Private,24.9310852,67.1018302,Coaching,https://maps.app.goo.gl/PuWP3PEYniAoU3V78,CO-Education,,T3 and Below
KC007,Academy of Excellence Kharadar Campus,Private,24.8527041,66.9949813,Coaching,https://maps.app.goo.gl/8qJvVtLJbxJRvhYd7,CO-Education,,T3 and Below
KC008,Adamjee Coaching Center Shah Latif,Private,24.8529851,67.2588791,Coaching,https://maps.app.goo.gl/mFHmPmkgiqcm2bue6,CO-Education,,T3 and Below
KC009,Faran Coaching Center Baldia Town,Private,24.9451426,66.9359455,Coaching,https://maps.app.goo.gl/CD5eHeTVPECi9cQ18,CO-Education,,T3 and Below
KC011,Life Academy Hawksbay,Private,24.8931147,66.8947068,Coaching,https://maps.app.goo.gl/zzxCYMNMo3UHdQyC7,CO-Education,,T3 and Below
KC012,Adamjee Coaching Center Gulshan-e-Maymar,Private,25.013846,67.1264658,Coaching,https://maps.app.goo.gl/rGUwT6VbXwm4nHKv7,CO-Education,,T3 and Below
KC013,Adamjee Coaching Center Mosamiat Campus,Private,24.9380893,67.14626,Coaching,https://maps.app.goo.gl/pPC3mLNMZD4r1M8P9,CO-Education,,T3 and Below
KC014,Adamjee Coaching Center Shah Faisal Colony,Private,24.8835767,67.1465099,Coaching,https://maps.app.goo.gl/sUyG9nDYkvU5HyQU6,CO-Education,,T3 and Below
KC015,Adamjee Coaching Center Korangi,Private,24.8254799,67.1495225,Coaching,https://maps.app.goo.gl/Wk7kjAVkeU6cxCeX6,CO-Education,,T3 and Below
KC016,Al-Riaz Academy Malir - 15 (Campus 1),Private,24.8823363,67.2039146,Coaching,https://maps.app.goo.gl/P2mPLG6D3r93C59Z6,CO-Education,,T3 and Below
KC017,Al-Riaz Academy Malir - 15 (Campus 2),Private,24.860244,67.2319235,Coaching,https://maps.app.goo.gl/ZSKeScjrx5sYRfqM7,CO-Education,,T3 and Below
KC018,JM Coaching Center,Private,25.0348647,67.0903318,Coaching,https://maps.app.goo.gl/G7i4cjGGXaR4ncSVA,CO-Education,,T3 and Below
KV001,"Piston College, Baldia",Private,24.9173526,66.9634895,ACP,https://maps.app.goo.gl/fhii3HDqtt7WfJtRA,CO-Education,,
KV001,"Crown Institute of Science & Technology, Dharki",Private,28.0479099,69.6791863,ACP,https://maps.app.goo.gl/v7MXH73GEpHVYVGA6,CO-Education,,
KV001,"Sky Tech IT Institute, Ittehad Town",Private,24.9634375,66.9592376,ACP,https://maps.app.goo.gl/HLDkx8ykr8om9Lk28,CO-Education,,
KV001,"The Hunar Foundation, Tariq Road",Private,24.8759355,67.0597165,ACP,https://maps.app.goo.gl/75LgYdiK7R3n4Tgv5,CO-Education,,
KV001,"The Hunar Foundation, Ibrahim Hyderi Korangi, Near MiTE",Private,24.8175429,67.1446058,ACP,https://maps.app.goo.gl/iqsEvB7Cie7Rjw4L7,CO-Education,,
KV001,"The Hunar Foundation, Korangi Industrial Area",Private,24.8123644,67.0863427,ACP,https://maps.app.goo.gl/1xgnxQ53exHmDsFS8,CO-Education,,
KV001,"The Hunar Foundation, Rashidabad Hyderabad",Private,25.4596597,68.6707289,ACP,https://maps.app.goo.gl/BD2SEro36jj1trzZ6,CO-Education,,
KV001,"The Hunar Foundation, Multan",Private,30.2213692,71.5381394,ACP,https://maps.app.goo.gl/TBXbfSsSekSj9YVD9,CO-Education,,
KV001,"The Hunar Foundation, Bedian Lahore",Private,31.4319854,74.460756,ACP,https://maps.app.goo.gl/nVqf16GA7RPr6ojj9,CO-Education,,
KV001,"The Hunar Foundation, Kharian",Private,31.4319854,74.460756,ACP,https://maps.app.goo.gl/nVqf16GA7RPr6ojj9,CO-Education,,
KV001,Lady Dufferin Hospital (Cowasjee School of Midwifery),Private,24.8588153,67.0061857,ACP,https://maps.app.goo.gl/xjtv712awhC5sCWW9,CO-Education,,
KV001,Memon Industrial & Technical Institute – MITI,Private,24.8343132,67.1611239,ACP,https://maps.app.goo.gl/ZXuPYJibETmvRyH1A,CO-Education,,
KV001,Hussaini Blood Bank,Private,24.9545089,67.0409683,ACP,https://maps.app.goo.gl/mWHxF9M8wx4f7jrU6,CO-Education,,
KV001,Circle Women,Private,31.5352097,74.3550781,ACP,https://maps.app.goo.gl/71eWe1iHqMKCDRio6,CO-Education,,
KV001,"SZABIST ZABTech TTC, Hub Highway",Private,24.8445546,67.0224728,ACP,https://maps.app.goo.gl/CuDgfnK51XpMmYVw9,CO-Education,,
KV001,Dr Farah Essa Academy,Private,24.8871611,66.9994499,ACP,https://maps.app.goo.gl/Xjc35WYEGxT4ZCUY9,CO-Education,,
KV001,Sindh Institute of Urology & Transplantation (SIUT),Private,24.8606424,67.007613,ACP,https://maps.app.goo.gl/5YqgkLfVrt1GxoTr9,CO-Education,,
KV001,Indus Hospital & Health Network,Private,24.8173888,67.10872,ACP,https://maps.app.goo.gl/4ZWdEdzmQuHUVVBCA,CO-Education,,
KV001,Koohi Goth Hospital,Private,24.8653413,67.2319784,ACP,https://maps.app.goo.gl/HZMLuVKfbiugr44V6,CO-Education,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
